Place,Details,Class,WordCount,Similar_Words
Genting Highlands,genting highland known genting world meter sea level plateau resort southeast asia large amusement park shopping mall movie theater yunxing theater facility well several hotel good environment like hilltop city ideal day trip family vacation drive kuala lumpur genting highland take cable car top mountain cable car slowly ascends exotic flower grass unique malaysia suddenly appear front overlooking tropical rainforest landscape foot magnificent sitting halfway mountain often cloud mist like entering fairyland reach top mountain various building looming cloud mist thing played entire genting highland relatively concentrated avoid weekend holiday day trip go return kuala lumpur recommended buy return ticket advance feel day enough play book hotel advance avoid full largescale event concert etc recommended attraction genting amusement park divided outdoor field indoor field outdoor field experience variety exciting ride roller coaster jumping machine superman flying indoor field mini train space boat child suitable parentchild play exclusive circus ride rainforest park facility addition artificially created romantic ice snow world snow castle video game center game console park etc definitely make addicted go genting strawberry farm pick strawberry taste various strawberryflavored beverage food buy strawberryflavored coffee black tea friend relative efficacious yunxing theater genting highland singer international star often hold concert award ceremony interested may wish book ticket early possible check schedule recent performance httpwwwrwgentingcomchentertainmentindexhtm addition genting city integrates shopping food leisure described cold shopping paradise malaysia several hotel genting highland among world hotel world hotel costeffective specific accommodation fee hotel please refer httphotelsctripcominternationalgenting,None Related,448,"accommodation, plateau, often, outdoor, overlooking, paradise, parentchild, park, performance, pick"
National Mosque of Malaysia,national mosque near kuala lumpur main railway station malaysia ’s national mosque host religious ceremony sits acre garden architecture mosque different typical domed style mosque focal point tall pointed minaret contains reflecting pool fountain near center complex dotted flower tree,None Related,76,"acre, railway, mosque, national, near, point, pointed, pool, reflecting, architecture"
Tanjung Aru Beach,west side kinabalu tanjung aru beach undoubtedly popular landmark local tourist entertainment include variety water activity evening perfect gathering family friend enjoying sea breeze tasting delicious local delicacy taking unparalleled sunset,None Related,59,"activity, aru, water, variety, unparalleled, undoubtedly, tourist, tasting, tanjung, taking"
Kuala Lumpur Tower,• heart malaysia ’s capital city kuala lumpur offer unique blend culture adventure nature• experience comfortable observation deck stunning view kuala lumpur skyline altitude m• serf important landmark symbol malaysia maturity tallest telecommunication tower world tallest southeast asia △ kl tower known world basejump centre,None Related,78,"adventure, southeast, maturity, nature, observation, offer, serf, skyline, stunning, lumpur"
Kapalai,kapalai island middle coral colony crystal clear water famous diving destination island resort resort ideal small couple wedding honeymoon weather calm like big aquarium whenever stop look sea smart fish,None Related,62,"aquarium, big, wedding, weather, water, stop, smart, small, sea, resort"
Sunway Lagoon Theme Park,• enjoy joyful world six theme parks• fantastic experience ages• enjoy thrilling ride △ get ready adrenaline rush experience exhilarating roller coaster △ variety water activity bring cool summer △ fascinating wildlife close learn habit,None Related,55,"activity, learn, wildlife, water, variety, thrilling, theme, summer, six, rush"
Aquaria KLCC,• ground floor iconic twin tower conference center bear resemblance sydney opera take leisurely stroll meterlong underwater tunnel admire nearly different specie rare marine terrestrial creature totaling number• sure miss thrilling shark feeding show ﻿ △ wide variety marine life 、 △ learn marine ecology,None Related,72,"admire, take, resemblance, shark, show, specie, stroll, sure, sydney, terrestrial"
LEGOLAND Malaysia,• popular largescale theme park equivalent football field kind ride theme parks• full lego element lego model million lego brick ca n’t help keep pressing camera shutter• adult child experience wonderful fun immersed selfless happiness huge lego building city animal character attraction carefully made lego brick △ legoland water park specializes providing fun excitement water activity family child including legoshaped waterslides water toy water play area △ lego aquarium parentchildfriendly aquarium theme marine life giving visitor opportunity observe various marine life close learn marine ecosystem participate interactive educational activity,None Related,148,"activity, parks, largescale, learn, lego, legoland, legoshaped, life, made, marine"
Petronas Twin Towers,• petronas twin tower kuala lumpurs iconic cityscape tower heart kuala lumpur• twin tower meter high total floor pair identical building stand side side connected trestle middle• petronas twin tower like two tall spiers piercing sky take highspeed elevator th floor panoramic view kuala lumpur △ soaring height twin structure kuala lumpurs crown watch beautiful sunset top tower afterglow setting sun reflects beautiful scenery,None Related,120,"afterglow, sunset, scenery, setting, side, sky, soaring, spiers, stand, structure"
Redwoods – Whakarewarewa Forest,new zealander planted different type tree red forest hoping verify tree suitable new zealand especially rotorua area rich geothermal resource specie tree onethird survived redwood forest great place take walk mountain biking exercise redwood forest towering tree rose ground surrounded tourist admit insignificance everyone around seemed citizen lilliputian country walking redwood forest stepping road paved redwood sawdust like walking red carpet soft elastic looking closely redwood forest sturdy slender tree characteristic among old redwood tree thick strong hold hand surround,None Related,167,"admit, sturdy, redwood, resource, rich, road, rose, rotorua, sawdust, seemed"
Onsen Hot Pools,queenstown onsen alpine barrel hot spring edge mountain cliff facing snowcapped mountain enjoy breathtaking mountain view overlook jet running shotover river shotover river speedboat water temperature kept degree degree round adjusted according preference even open close canopy roof reaching touching button sunny day feel like outdoor hot spring enjoy starry sky get drenched rain,None Related,114,"according, running, outdoor, overlook, preference, queenstown, rain, reaching, river, roof"
Dunedin,scot city dunedin new zealand largest city subsequent gold rush brought large number wealth young city whole city dominated architecture known city style scotland,None Related,56,"architecture, brought, young, whole, wealth, subsequent, style, scotland, scot, rush"
Mount Victoria,mount victoria meter high east side wellington city used lookout past maori called matairangi mean place look sky viewing platform mountvictorialookout top mountain good place degree panoramic view wellington beautiful harbour scenery mount victoria filming location film lord ring trilogy escaped hobbit escaped pursuit black knight dense forest mountainside far bustling city wellington minute away oriental parade oriental parade majoribanks street majoribanks street go mountain along walking path side winding road small villa wellington wealthy modern house lot personality beautiful arriving observation deck top mountain whole picture seaside city ferry boat crossing bay weather fine clearly wellington airport plane taking landing far viewing platform triangular cone monument famous antarctic explorer major general follow extended line edge triangular cone night find location southern cross,None Related,255,"airport, pursuit, plane, place, picture, personality, path, past, parade, panoramic"
Auckland Zoo,auckland zoo new zealand good paradise photographer six themed ecological area new zealand animal display area divided six themed ecological area namely beach island wetland nocturnal animal forest mountain kind local foreign animal park common animal elephant giraffe lion rare animal white rhino ringtailed lemur among kiwi kiwi famous due degenerated wing can not fly life span reach unique specie new zealand national bird symbol new zealand close contact animal attractive point tourist get close contact animal handfeeding giraffe parrot,None Related,159,"among, reach, mountain, namely, national, new, nocturnal, not, paradise, park"
AJ Hackett Kawarau Bungy Centre,bungee jumping insanely exciting highaltitude jumping activity diehard fan craze started jumping aj bungy centre birthplace bungee jumping world representative location outdoor adventure queenstown kawarau bridge famous kawarau river type bungee jumping project tourist personalized requirement staff adjust bungee rope according requirement example tourist choose whether get wet,None Related,96,"according, requirement, kawarau, location, outdoor, personalized, project, queenstown, representative, river"
Hells Gate,total hot spring attraction hell gate among devil hot spring meterdeep geyser spring water temperature degree constantly gurgling large hot spring waterfall southern hemisphere pours mightily stunned hell gate mean young daughter taken away water maori commemorates young girl drowned geothermal pool name taken visited site impressive geothermal resource reserve cover acre kilometer walking trail leading various attraction scene geothermal steam eruption seen everywhere rock surface turned yellow due influence sulfur desolate everywhere like purgatory earth do nt throw rock mud hot spring pool avoid kind accident said bad thing various natural landscape gate hell punished degree punishment duration punishment vary depending bad thing sure awe inside gate hell,None Related,218,"accident, spring, site, seen, scene, said, rock, resource, reserve, purgatory"
Skyline Rotorua,rotorua skyline skyline cable car take midmountain mtngongotaha meter sea level cable car climb city rotorua beautiful lake rotorua getting smaller smaller nose scenery getting perfect wellknown play item scooter put safety helmet sit tricycle low chassis sprint gravity make scream scooter divided slow intermediate sprint road total length kilometer enough play right that s enough play time fact addicted scooter never let go play three four time premonition belong kind human remember buy cable car ride trip combined ticket save lot money fun still do n’t like recommend sky swing project heavy taste put special seat belt rush mountain speed kilometer per hour degree fear comparable bungee jumping perhaps extreme stimulation time take account beautiful scenery lake mountain city food coffee served cable car restaurant well received tour might well go soothe overexcited body mind delicious hot drink,None Related,277,"account, sea, scooter, scenery, save, safety, rush, rotorua, road, right"
Canterbury Museum,canterbury museum center christchurch elegant europeanstyle architectural appearance mainly display history canterbury region precious cultural relic region learn maori culture art antarcticrelated exhibition appreciate various artwork left aboriginal maori maori exhibition area st floor enjoy variety artwork exquisite carving left aboriginal maori display vehicle pioneering period reproduce contemporary street scene premise floor office open viewing floor mainly antarctic exhibition area addition relic captain scott extinct giant moa specimen moa egg bird hall well lifelike sculpture emperor penguin discovery center learn natural history addition discovery center child rd floor suitable parentchild activity various interesting interactive facility child learn natural history knowledge,None Related,196,"aboriginal, museum, period, penguin, parentchild, open, office, natural, moa, precious"
One Tree Hill,tree hill known tree hill cornwall park southern outskirt auckland hill formed volcanic eruption meter high top mountain stood large lone pine tree tree gone monument tomb sir campbell father auckland great place relax enjoy view auckland standing top tree hill overlooking beauty auckland mountain large green lawn good place strolling leisure often cattle sheep grazing interesting enjoy cherry blossom unique addition park popular barbecue place local,None Related,157,"addition, relax, meter, monument, mountain, often, outskirt, overlooking, park, pine"
Auckland Domain,auckland central park old park auckland covering area hectare famous huge lawn amphitheatre exquisite sculpture museum various free cultural artistic activity various cultural artistic activity concert often held tour concert free largescale outdoor concert held auckland park carnival auckland recreational play ca nt catch time recreation park example go lake play interesting bird fowl afraid life even close leave enthusiastically come waiting feed addition walking lawn feeding duck lake central park enjoy performance amphitheater watch various flower greenhouse garden taste art exquisite sculpture auckland museum auckland museum central park museum new zealand history especially maori history well nature museum war memorial,None Related,215,"activity, life, nt, new, nature, museum, memorial, maori, leave, old"
SEA LIFE Kelly Tarton's Auckland,kelly tartons auckland aquarium converted abandoned sewage plant completed new zealand marine archaeologist mr major theme display characteristic fascinating wonderland take icefield expedition vehicle viewing area minus degree celsius watch colony king gentoo penguin walking artificial snow diving underwater experience excitement big shark stingray swimming transparent glass landscape tunnel underwater world witness mighty giant lobster coexists harmoniously neighbor want close put cage shark viewing tank even dive directly shark viewing tank △ watch giant shark closely △ learn marine life southern hemisphere △ watch adorable feeding process colony king gentoo penguin,None Related,166,"abandoned, learn, snow, shark, sewage, put, process, plant, penguin, new"
Lake Pukaki,lake pukaki lofty mountain canterbury region larger lake flowing north south northern part mackenzie basin known blue milk lake deeply loved tourist good place look majestic southern alp lake pukaki meter sea level average depth meter deeper depth meter sky blue lake water like sloping fragrant milk intoxicating blue color lake mainly due presence rock particle mineral lake reflect attractive blue color shore lake pukaki good place overlook majestic majestic southern alp filming location movie scene used area filming location main scene film three time film lord ring hobbit trilogy pure unique light breathtaking turquoise color lake rugged mountainous terrain made producer fond,None Related,198,"alp, ring, reflect, pure, pukaki, producer, presence, place, particle, part"
Shamarra Alpacas,shamara alpaca ranch akaroa bank peninsula kilometer christchurch take alpaca ranch tour opportunity pet alpaca direct alpaca sheep pen get close personal lovely alpaca view ranch overlooking beautiful akaroa harbour gorgeous drink homebaked biscuit served ranch barn alpaca shop sell dazzling array new zealandmade alpaca handwovens,None Related,82,"akaroa, alpaca, opportunity, overlooking, pen, peninsula, personal, pet, ranch, sell"
Waiheke Island,laidback holiday climbing vine fragrant olive grove eyecatching farmland unbearably soft beach waiheke island wine island waiheke island minute boat ride away downtown auckland waiheke island maori language mean water waterfall difficult imagine waiheke island rich grape known island wine often wine evaluation activity island taste fresh wine lover miss awardwinning wine olive exceptionally rich good quality certainly pleasure taste olive oil various stage waterfall sunny beach island socalled waterfall water make everyone happy beach sea bottom sea long related sea countless thing enjoyed waiheke island beach active sport beach undisturbed clean beach sunny beach covered golden sand rocky bushy beach take pick island gu chengs former residence place poet lived pair black eye try find light dark night like poet idea remembering poet please go fairviewcres rockybay waiheke island former residence poet inhabited please disturb stand quietly remember,None Related,254,"active, lived, remembering, remember, related, quietly, quality, poet, pleasure, please"
Mount John,mount john commanding height town lake tekapo top mountain overlook panoramic view lake tekapo town famous stargazing point mtjohnuniversityobservatory top mountain experience worldfamous starry sky tekapo night,None Related,55,"commanding, panoramic, view, town, top, tekapo, starry, stargazing, sky, point"
Tekapo Springs,tekapo hot spring foot mount john good place relax climbing three different hot pool enjoy beautiful lake view soaking hot relieve fatigue journey item sauna spa choose,None Related,61,"beautiful, mount, three, tekapo, spring, spa, soaking, sauna, relieve, relax"
Aoraki/Mount Cook National Park,mount cook national park spectacular mount cook meter high experience new zealand large glacier close tasman glacier mount cook national park covered snow ice year round experience new zealand largest glacier tasman glacier close take bus beautiful tasman valley guide lead leisurely halfhour hike end lake tasman glacier board boat explore iceberg lake full small iceberg everchanging feel glacier hand boat make way close little iceberg photography enthusiast trip unforgettable memory trip new zealand aerial view magnificent natural beauty helicopter another way enjoy magnificent view mount cook take helicopter view amazing natural beauty sky professionally operated aerial tour company take glentannerpark base mount cook mount cook explore heart mount cook national park professional pilot enthusiastically share knowledge region,None Related,231,"aerial, national, pilot, photography, park, operated, new, natural, mount, professionally"
Lake Rotorua,lake rotorua area lake rotorua largest lake area city name derived south side lake urban area lake rotorua largest lake new zealand huge volcanic eruption occurred ground collapsed form circular crater width kilometer formed rainwater filled crater lake rotorua countless hot spring rotorua take two step mass heat floating air sometimes three two spring gathered together water mist like fairyland geothermal city life name faint smell sulfur everywhere geothermal hot spring everywhere spa pool hotel room area lake gleaming seagull flock together grayyellow mud hot spring boiling become tourist attraction geothermal activity continued around lake geothermal steam constantly lingering around lake water high sulphur creates wonderful greenishblue color walking along lake shore calm lake surrounded rolling hill gentle curve meet sky large group black swan swimming gracefully lake everywhere countless rainbow trout swimming vast lake get early go lake watch sunrise really beautiful facing morning light blue red gold intertwined sprinkled lake gorgeous accompanied shimmering light various bird swan wild duck seagull roamed lake quiet lake swayed circle ripple go different scene grass covered frost flower white plant near hot spring smoky green city stepping stone step hot spring holding cup water warm slippery rotoruas active volcano worth seeing active volcanic eruption staged spectacle amazed power nature volcanic mud major feature black mud bubbling feel heat looking lake cruise sailing boat kayak seaplane helicopter jet boat item go sightseeing boat trip participate various activity fishing trip water cruise middle lake mokoia island countless water bird parked maori fortress great love story new zealand service front novotel sign visit mocuia take dip hot spring waikemiah known heinemoa spring looking stillyetold beauty lake enough time trip nearby maori cultural village good choice minute drive downtown rotorua besides enjoying maori song dance performance puhutu geyser spectacle missed,None Related,585,"accompanied, rotorua, puhutu, quiet, rainbow, rainwater, really, red, ripple, roamed"
Te Anau Glowworm Caves - RealNZ,word te anau maori mean cave whirlpool rapid refers te anau cave glowworm live considered unusual limestone cave tour world go south island fiordland region do nt miss s local explorer lawson burrow fascinated ancient legend maori spent exploring various cave south island finally found unique maori legend west bank lake te anau cave appear brauss crawled crevice rock entrance glow countless glowworm cave caught eye cave since become fascinating spot shore lake te anau fact te anau glowworm cave lower layer extremely large cave extends milford sound ten kilometer north depth cave reached boat passing large small waterfall whirlpool along way finally reaching glittering glowworm cave detailed explanation guide visitor divided several group entered cave boat firefly emit little blue light like sky full star feel like illusion,None Related,231,"along, mean, refers, reaching, reached, rapid, passing, nt, north, miss"
Te Anau,tranquil lakeside town te anau southern shore lake te anau new zealand largest lake ideal base visiting milford sound hiker increasingly mature tourism industry ensures tourist nothing walk around sun sit enjoy beautiful town quietly without arrange activity te anau small center concentrated area milford sound road northeast tourist service center several restaurant supermarket souvenir shop bank street hotel accommodation facility mainly concentrated lakeside road room overlook infinite lake view glowworm cave side town unusual limestone cave go deep cave boat enter silent secret cave countless glowworm live quietly appreciate strangeness glowworm invisible darkness shimmer,None Related,178,"accommodation, small, silent, side, shore, shop, shimmer, several, service, secret"
Museum of New Zealand Te Papa Tongarewa,te papa national museum new zealand largest museum southern hemisphere waterfront founded museum name tepapa tongarewa maori mean vessel treasure museum rich collection maori culture well maori hall art exhibit pacific want know custom history new zealand come museum divided six floor floor hall lined museum shop cafe floor display different theme geology biology change landforms maori survival culture folklore art outdoor sculpture balcony interesting interactive display museum house earthquake feel shock shaking earth mountain facetoface close contact king physalis squid watch d animation understand mystery life facility discovery center child addition permanent exhibition museum often hold shortterm contemporary art cultural exhibition event require separate ticket visit museum interesting leaving do nt forget stand front exhibition hall expensive building sculpture front tree twisted wire look like real thing,None Related,253,"addition, outdoor, shaking, separate, sculpture, rich, require, real, physalis, permanent"
Queenstown Gardens,queenstown garden southeast town small peninsula lake wakatipu although garden close urban area environment quite quiet ancient tree towering park trail full tree flower good place relax garden big walk along lake good choice,None Related,67,"along, place, wakatipu, urban, tree, trail, town, towering, southeast, small"
Milford Sound Scenic Cruises,take milford sound modern spacious milford sound cruise unobstructed view outside boat area interior cabin boat feature comfortable indoor lounge large panoramic picture window allowing waterfall wildlife close bow spacious upper outdoor deck look directly water captain provide informative commentary cruise play commentary language certain time,None Related,82,"allowing, area, modern, outdoor, outside, panoramic, picture, play, provide, sound"
Oamaru Blue Penguin Colony,oamaru blue penguin conservation center minute city center convenient place blue penguin living natural environment peak pair blue penguin homing conservation center sometimes blue penguin arrive overnight staff includes marine biologist conduct research various behaviour breeding success blue penguin conservation center provides two kind viewing viewing viewing viewing mainly visit penguin protection center watch little penguin preyed sea dark room bluewing viewing divided ordinary seat vip seat vip seat closer penguin meter twilight viewing provides commentary service,None Related,147,"arrive, sea, overnight, pair, peak, penguin, place, preyed, protection, provides"
Polynesian Spa,come hot town rotorua soaking hot spring essential good program rotorua geothermal area strong volcanic activity city full hot spring air whole city filled good charming sulfur smell rotorua wonderful natural tourism whole south pacific region resort overlooking lake rotorua relaxing thermal mineral hot spring setting sight serene notsoquiet volcano distance mist lake envelope often suspect dream world polynesian hot spring shore lake rotorua top ten hot spring world come try thermal mineral spa two hot spring fill hot spring priest acidic hot amazing improving muscle fatigue relieving pain rachel alkaline hot spring thanks antibacterial effect sodium silicic acid almost unsatisfactory washing confident smooth skin believe rachel hot spring water secret eternal youth do nt want soak hot spring swimsuit rent private pool soak naked without fear,None Related,219,"acid, sight, spa, south, sodium, soaking, soak, smooth, smell, skin"
Auckland War Memorial Museum,auckland museum known auckland war memorial museum described touchstone new zealander culture spirit museum showing maori history culture war memorial reflecting history world war ii overview museum museum auckland central park heart city impressive neoclassical building different content floor floor showcase life south pacific islander unique ethnic handicraft restored maori meeting place necessity exhibition including meterlong battle boat floor natural science exhibition includes information origin earth origin life various animal plant material specimen floor display weapon used world war etc commemorate soldier died two war watch maori cultural performance learn new zealand cultural history auckland museum conduct rich maori cultural performance including welcome ceremony cotton ball song dance stick dance weapon demonstration maori war dance embody essence tribal culture extreme performance minute long museum designed interactive worth savoring priceless māori treasure splendid natural history wonderful māori cultural performance occasional exhibition must best choice learn new zealand,None Related,241,"animal, showcase, savoring, rich, restored, reflecting, priceless, plant, place, performance"
Fox Glacier,world glacier melting fox glacier proximity sea level remains unaffected local low altitude warm humid climate provide convenient environment excursion making favored glacial landscape world visitor easily walk foot glacier cross clifflined river valley side admire beauty glacier formed melting freezing approach foot glacier majestic beauty sure blow mind,None Related,91,"admire, level, low, majestic, making, melting, mind, provide, proximity, remains"
"Te Puia - Rotorua, NZ",rotorua attracts tourist world rich geothermal landscape strong maori culture maori indigenous new zealand early master land rotorua epicentre maori culture visitor world enjoy unique breathtaking maori song dance performance watch maori simple exquisite carving learn maori history culture tradition maori cultural village te puia maori cultural village birthplace world puhutu geyser mud pool hot spring new zealand national bird kiwi wood carving maori cultural village collection ancient maori house renovation early building conference hall housing storage room house early maori made rush palm branch simple low could straighten waist kind storage room supported high foot tool room similar bamboo building dai yunnan country shorter exhibition hall center village display unique maori carving good place tourist learn maori culture worldrenowned indigenous culture amazing geothermal culture hot spring mud numerous steam everywhere strong smell sulphur geothermal area letter like flying cloud,None Related,259,"amazing, pool, similar, shorter, rush, rotorua, room, rich, renovation, puia"
Glenorchy,glenorchys name translates glenorchy north bank lake wakatipu minute queenstown gateway hiking trail magical world middleearth outdoor lover paradise rustic town veritable outdoor lover paradise surrounded native beech forest towering mountain glenorchys surroundings never lacking excitement stunning lake wakatipu dart river offer plenty option jet boating kayaking popular base new zealand walking trail horseback riding popular activity spectacular scenery glenorchy filming location lord ring made filming location blockbuster lord ring trilogy chronicle narnia shot large number twenty kilometer glenorchy idyllic farmland gradually replaced beech forest come town paradise origin name vary saying got name natural charm place others say got name duck paradise inhabit sure origin name suffocating natural beauty unanimously recognized everyone middleearth i ve always fantasized sir gandalf said paradise,None Related,235,"activity, popular, say, said, rustic, river, ring, riding, replaced, recognized"
Lake Wānaka,lake new zealand south island surrounded high mountain largest lake new zealand source new zealand larger river clutha river scenery lake beautiful scenery lake water pure transparent blue clear height look like sparkling sapphire inlaid ground swim four season enjoy flower take picture atmosphere soaring filled everywhere sit pebble sandy beach look around enjoy beautiful scenery lake mountain around take small plane hover around lake wanaka overlooking whiteness snowcapped mountain blue water lake high altitude poplar treelined avenue lake wellknown far near row tree shade reflected lake even poetic especially golden yellow leaf lake beautiful landscape whole forest dyed golden yellow full autumn addition common pebble shore lake various mineral life lake district want enjoy leisurely lifestyle go swim drink coffee sit lake enjoy sun next lake endless vineyard go garden taste grape taste wine enjoy life take walk lake sit bench listen sound wave crashing shore enjoy every bit life,None Related,309,"addition, reflected, small, sit, shore, shade, season, scenery, sapphire, sandy"
Whale Watch Kaikoura,get close personal world largest toothed predator giant sperm whale lucky opportunity rare dark spotted dolphin hector dolphin new zealand fur seal animal voyage,None Related,42,"animal, personal, world, whale, voyage, toothed, spotted, sperm, seal, rare"
International Antarctic Centre,christchurch important gateway understanding antarctic international antarctic centre near christchurch international airport opened operated christchurch international airport group learn history geology knowledge antarctic circle sound light electricity architecture international antarctic center inspired special landforms antarctica iceberg glacier interior museum designed according antarctic climate ice snow walking international antarctic center thing outdoor condition antarctic base field photo information sent back scottrade base antarctic storm cabin real snow low temperature manufacturing fan allows experience cold minus ten degree celsius antarctica simulate strong wind snowstorm come entering need change warm clothes shoe watch feeding show penguin introduction area go penguin introduction area feeding show world miniature omalu blue penguin cute interested blue penguin take tour encountering penguin walk background understand facility penguin isolation area work living eating habit penguin get close,None Related,254,"according, scottrade, photo, penguin, outdoor, operated, opened, omalu, need, near"
Arrowtown,known new zealand beautiful town arrowtown around queenstown still wooden stone building town well preserved still use arrowtowns rise began s discovery gold arrow river flocked seven eight time population town flower blooming stroll along buckingham street main street full romantic victorian style dazzled dazzling array handicraft store candy store specialty clothing store around pick catalog old building museum spend feeling unique historical charm arrowtown quiet distant atmosphere quaint town definitely bring unique autumn feeling,None Related,138,"along, specialty, museum, new, old, pick, population, preserved, quaint, queenstown"
Avon River,seat bank river section sit rest tired walking take englishstyle gondola visit scenery side avon river enough time might well take britishstyle gondola punting go boating avon river swaying slowly calm river enjoy pleasant time time enjoy charming scenery along way romantic boarding point antigua boat shed minute tell history anecdote coastal scenery blanket umbrella even thermos provided board go rafting even cold rent rubber boat kayak explore avon river,None Related,152,"along, side, punting, rafting, rent, rest, river, romantic, rubber, scenery"
NZONE Skydive Queenstown,queenstown paradise extreme sport miss skydiving skydive queenstown skydive exhilarating activity enjoy thrilling feeling let unique unforgettable experience,None Related,33,"activity, enjoy, exhilarating, experience, extreme, feeling, let, miss, paradise, queenstown"
Farmers Queen Street,queen street important commercial street auckland street kilometer long starting auckland waterfront north ending karanga heipi road south main street named queen victoria queen street auckland prime location ca nt go wrong want shop feel various classical ornate building along street building side queen street major attraction auckland dock building thcentury greek revivalstyle bank new zealand building gothicstyle building patrick cathedral colonialstyle auckland colonial historical building modern highrise building complement conflicting harmonious pier stand centuryold yellow pier building gift shop wool product store auckland shopping paradise queen street gift shop wool product store side street selling handmade wool robe maori carving jade jewelry shell jewelry souvenir bronze statue maori warrior holding wooden club queen street said respect maori auckland place polynesian maori populated world smith caugheys department store new zealand oldest beloved department store civic theatre auckland town hall sky tower landmark building auckland followed civic theatre intersection queen facade large building restored grand magnificent mainly venue opera musical theatre important venue auckland international film festival auckland city hall far away typical neobaroque building far queen street iconic sky tower seen queen street far dazzling sight auckland parade feel festive atmosphere biggest festival queen street christmas parade event usually held late november early december visitor try arrive side queen street advance occupy position good view parade fully demonstrated tolerant multicultural society new zealand typical band well dragon dance lion dance waist drum team major company displayed float lively,None Related,444,"advance, queen, pier, place, polynesian, populated, position, prime, product, respect"
Agrodome,agrodome farm rotorua north island new zealand largest stateoftheart tourist farm area hectare meet red deer turkey ostrich alpaca cow lamb animal never seen farm performance shearing milking every day exciting fun iconic sheep shearing bronze statue ancient carriage frame displayed entrance farm agrodun farm cover large area visit pastoral area need take sightseeing tractor set tractor group along way cow sheep grazing leisurely roadside tractor stop open meadow nearby sheep come running surround alpaca area tall alpaca docile temperament interact take photo addition getting close personal various animal visit farm orchard kiwi fruit tree taste unique taste kiwi honey farm tour go watch farm show demonstration sheep shearing sheep auction shepherd dog performance etc host invite tourist come stage milk cow compete feeding lamb drinking goat milk interesting visitor farm show visit animal pup nursery leaving check woollenmill shearingshedmuseum dogandwhistle souvenir shop,None Related,259,"addition, shepherd, shearingshedmuseum, shearing, set, seen, running, rotorua, roadside, red"
Waiotapu Thermal Wonderland,waiotapu mean holy water maori rotoruas famous geothermal area famous one wonderland beautiful champagne pool lady knox geyser start spewing water every day geothermal wonderland centered volcanically active taupo volcano area kilometer walking trail lead interesting attraction including boiling extremely photogenic champagne pool thick always boiling mud mineralrich hot spring lady knox geyser spout water mysteriously timed fixed point am start spewing energetically often hour time water column high meter addition watching kind wonderful magnificent natural landscape along walking trail please careful walk area warning sign avoid danger take helicopter get birdseye view entire steamy fantasy world welldeveloped scenic spot equipped largescale shopping area cafe tired walking go cafe cup hot coffee take break leaving may wish buy mud mask represent rotorua oh special product,None Related,221,"active, point, spewing, special, sign, shopping, scenic, rotoruas, rotorua, represent"
Christchurch Botanic Gardens,christchurch botanic garden natural wetland sand dune year transformed beautiful garden full flower botanical garden cover area hectare subsidiary garden different style kind local introduced plant specie subsidiary garden avon river basin rose garden herb garden garden different style enter botanical garden rolleston avenue side canterbury museum enjoy flower bed gardening exhibition walk grassy arrowing lawn arrive rose garden kind rose garden colorful fragrant showing luxurious beauty rose nearby herb garden filled various culinary medicinal plant quite worth visit next rose garden new zealand garden showcase charm various new zealand native plant seven greenhouse display exotic plant cactus succulent tropical orchid carnivorous plant,None Related,190,"area, arrive, rolleston, river, quite, plant, orchid, next, new, nearby"
Lake Tekapo,lake tekapo christchurch queenstown heart mount cook basin mackenzie small town south side lake sparsely populated mountain distance covered snow like paradise mysterious beauty lake tekapo lake tekapo famous mysterious beauty color lake due melting glacier southern alp lake rock glacier broken fine powder color lake appears navy blue creamy white surrounding attraction take walk along lakeside trail breathe fresh air feel embrace nature enjoy beauty lake small shepherd church lake complete stone church overlooking entire lake tekapo commemorate pioneer sitting church overlook lake tekapo southern alp distance window far church statue shepherd dog tribute faithful friend highland shepherd best place watch star area around lake tekapo best place watch southern cross large number starry sky lover go watch shoot star trail mysterious southern hemisphere star tourist northern hemisphere can not especially high chance witnessing aurora time permit might well choose spend shore lake tekapo enjoy wonder star surrounding supporting service complete several cafe casual restaurant nearby tourist souvenir shop indispensable playing cup coffee casual light meal beautiful scenery accompanied fairylandlike lake view ca n’t better,None Related,354,"accompanied, pioneer, shop, shoot, shepherd, several, service, scenery, rock, restaurant"
Milford Sound / Piopiotahi,milford sound worldfamous natural wonder glacial landform south west fiordland national park south island new zealand steep jagged cliff emerge calm dark water lush rainforest grows rock wall waterfall plunge hundred meter sea beautiful road world road queenstown fiordland known beautiful road world along way pass scenic spot mirror lake trail homer tunnel small waterfall formed melting snow enjoy scenery fjord cruise ship water tour milford sound main way enjoy beauty fjord sightseeing boat slowly leaf pier milford sound baowen waterfall meter high wind strong water waterfall splash pier opposite side waterfall small gravel pile called small cemetery resting place whaler sealer lived nearby continue drive forward left towering stand directly sea side lion mountain elephant mountain vivid name far away tongjiao relatively channel fjord wind strong pass mountain wind amazing boat come fairy fall bow boat meet directly waterfall water waterfall drinkable looking tasman sea boat boat slowly turn around reenter fjord fjord cruise basically complete airplane tour sea kayaking tour two great way experience mountain waterfall sheer cliff sightseeing boat underwater viewing window allowing tourist observe coral reef marine landscape bottom water dolphin fjord penguin seal aquatic creature seen fjord especially seal headland large number young seal often gather filming location lord ring filming location lord ring attracts fan place,None Related,410,"airplane, plunge, rainforest, reef, reenter, relatively, resting, ring, road, rock"
